,text,label
1210,The total value of the project is valued at SEK 30bn ( EUR 2.83 bn USD 3.81 bn ) .,neutral
2833,"The number of class A shares remains unchanged at 9,526,089 shares .",neutral
2926,The value of the order is USD 2.2 mn .,neutral
862,The company negotiated an amendment to the financial covenants of the present credit agreements in regard to the situation on 30 September 2010 .,neutral
3539,Operating loss amounted to EUR 0.7 mn compared to a profit of EUR 0.8 mn in the second quarter of 2005 .,negative
2944,"These include software development for internet and mobile telephone content , communications , value-added software , financial services , security applications , systems integration and electronics .",neutral
701,`` The combined activities will create value for shareholders and be good for our employees and customers .,positive
650,`` Our customer has been satisfied with Basware Invoice Automation solution and extends the implementation to new geographies .,positive
3651,"In parallel , TeliaSonera has decided to conduct a compulsory acquisition .",neutral
3502,He said : `` It is for sale again and we will be actively marketing it .,neutral
160,"Both operating profit and turnover for the six-month period increased , respectively from EUR0 .1 m and EUR29 .0 m , as compared to the corresponding period a year ago .",positive
243,Orders received grew by 55 % year-on-year to EUR732m .,positive
3943,The total need for staff cuts corresponds to about 300 man-years .,negative
1019,As a result of the negotiations the employment of 130 blue - and white-collar employees at the Oulu plant would be terminated .,negative
2853,The plant will collect raw material from the Baltic Sea region .,neutral
259,"Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland .",positive
1495,"`` This vessel order will help Aspo secure the long-term competitiveness of its fleet , both in terms of technology and pricing .",positive
2919,The use of validation rule base enables verifying that processing rule bases managed by different administrators fulfil some set requirements .,neutral
3639,Bovine slaughtering and cutting at the Kuopio facility will be transferred to the Kauhajoki slaughterhouse .,neutral
1676,"in Q1 '10 19 April 2010 - Finnish forest machinery and equipment maker Ponsse Oyj HEL : PON1V said today that it expects to swing to a net profit of some EUR6 .3 m in the first quarter of 2010 , from an EUR9 .6 m loss a year earlier .",positive
1478,"( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland .",positive
424,Aspocomp intends to set up a plant to manufacture printed circuit boards with an investment of Rs310 crore .,neutral
2550,"Jeder Beta-Tester erh+ñlt kostenlos sechs Monate lang Updates und hat laut eigener Aussage die M+Âglichkeit , die finale Version zu beeinflussen .",neutral
3096,"EQ Bank forecasts Olvi 's net sales at EUR 67mn in the second quarter of 2009 , and operating profit at EUR 6.4 mn .",neutral
4175,"Nokia 's share price fell less than one percent to 18.70 euros ( $ 25.41 ) in Helsinki , while Siemens shares fell 1.02 percent to 90.19 euros ( $ 122.57 ) in Frankfurt .",negative
1064,"HUHTAMAKI OYJ STOCK EXCHANGE RELEASE 16.12.2008 AT 09:30 Huhtamaki Oyj has resolved to clarify the Group structure by separating the Foodservice and Consumer Goods businesses in its production unit in Hameenlinna , Finland by transferring the businesses into its wholly owned subsidiaries .",neutral
2932,The value of the total investment is about EUR 600mn .,neutral
3599,The issue came up in connection with discussion with local municipalities concerning the sale of water to industrial facilities .,neutral
2312,`` Printed fabrics and related design expertise have always been the core of Marimekko 's business and brand .,neutral
722,"According to the CEO of Nordea Bank Estonia Vahur Kraft , Nordea Finland and Stockmann have been cooperating for more than ten years .",positive
1635,More than a third of the original participants dropped out due to nausea and other side effects .,negative
3361,The net sales of Healthcare Trade business in 2009 were EUR 145.1 million EUR 155.2 million and operating profit EUR 8.9 million EUR 7.9 million .,neutral
2437,credit 20 November 2009 - Finnish glass technology company Glaston Oyj Abp ( HEL : GLA1V ) said today it concluded a EUR74m revolving credit facility agreement with its core banks .,positive
3848,A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .,negative
2297,"When dialing in , the participants should quote 877417 as conference ID .",neutral
592,Cramo slipped to a pretax loss of EUR 6.7 million from a pretax profit of EUR 58.9 million .,negative
1703,The group had an order book of EUR 7.74 mn at the end of 2007 .,neutral
1049,Finnish consumers prefer to buy the cheapest beer brand .,neutral
3547,"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .",negative
1186,The Oxyview Pulse Oximeter is a common device to check patient blood-oxygen saturation level and pulse rate .,neutral
2788,"The Finnish real estate investment company Interavanti Oyj said on Monday ( 22 September ) that it has agreed to sell its 65 % ownership in the Finnish ticket service company Lippupiste Oy to CTS Eventim AG ( 56,1 % ) and to the managing director of Lippupiste Oy .",neutral
3475,"Net sales for the financial year 2006 are expected to amount to about EUR20m and the operating result EBIT is expected to be a loss , as announced before .",negative
3942,The products have a low salt and fat content .,neutral
3057,"Aspocomp Group , headquartered in Helsinki , Finland , develops interconnection solutions for the electronics industry .",neutral
2827,"The new company , DiaPol S.r.l. , would manufacture tools meant for glass and stone pre-processing .",neutral
484,More staff has been recruited in Japan to further complement its network of close to 50 service locations in more than 20 countries worldwide .,positive
2603,No other ev3 devices were involved in this action .,neutral
1503,HELSINKI AFX - Outokumpu said its technology unit has won a 28 mln eur contract from Bosnia-Herzegovina 's Aluminij dd Mostar to upgrade an anode plant .,positive
4019,Earnings per share EPS in 2005 decreased to EUR0 .66 from EUR1 .15 in 2004 .,negative
3524,Rivals say Qualcomm has fewer patents on 3G phones than on earlier versions and should lower its rates .,negative
2225,"The Finland-based company says it will move into an existing 260,000-square-foot facility in September .",neutral
3427,The value of the deal is estimated at between SEK25m and SEK50m .,neutral
3293,The company had net sales of EUR 19.8 mn and a pre-tax profit of EUR 1.8 mn in 2005 .,neutral
820,Finlan 's listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR 3.5 mn to EUR 160.4 mn in 2010 from EUR 156.9 mn in the year before .,positive
3365,The non-recurring costs caused to Talentum 's Premedia business area by the restructuring will amount to 2.0 mln euro $ 2.7 mln and will be included in the company 's financial results for the second quarter of 2007 .,neutral
759,"( ADP News ) - Sep 30 , 2008 - Finnish security and privacy software solutions developer Stonesoft Oyj said today that it won a USD 1.9 million ( EUR 1.3 m ) order to deliver its StoneGate network security products to an unnamed Russian te",positive
2470,"Finnish electronics contract maker Incap Oyj said on January 3 , 2008 it sold its manufacturing facilities in Helsinki to local real estate company Sponda Oyj for 5.3 mln euro ( $ 7.8 mln ) .",neutral
2878,The report will be emailed within 2 business days of an order .,neutral
2266,The purchase sum is about EUR 10mn US$ 12.97 mn .,neutral
1154,"The cooperation will involve Arena Partners buying a 35 % share of the new joint venture company , operating in Alma Media 's home sales , vehicle and consumer advertising marketplace businesses .",neutral
1560,Poyry has a good track record of major transportation projects in Latin America .,positive
674,"In 2006 , Kone received an order from Aker Yards to supply 43 customised elevators for the very first Genesis cruise ship which is scheduled to be completed in 2009 .",positive
481,"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.18 percent from 23.74 percent , as beer sales for the seven months jumped by 14.5 percent to 40.5 million liters .",positive
2770,The divested stake represented about 2.7 m shares in Okmetic 's capital .,neutral
4088,"Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 .",negative
437,"HELSINKI AFX - KCI Konecranes said it has raised its stake in MMH Holdings Inc , the owner of US-based Morris Materials Handling , to 90.9 pct from 74.5 pct .",positive
937,"Professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking .",neutral
2081,"If Honkarakenne starts production there , it will need a partner for sawmill operations .",neutral
543,"According to Eijkens , a publisher can do much more than just publish colourful books : a publisher can provide value added to information by individualising it .",neutral
1482,President and CEO Mika Vehvil+ñinen says the positive signs are first and foremost emerging outside Finland .,positive
192,"Ragutis , which is controlled by the Finnish brewery , reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share .",positive
1403,"This implementation is very important to the operator , since it is about to launch its Fixed-to-Mobile convergence service in Brazil see Brazil : 8 May 2006 : .",neutral
995,Finnish Raisio ( Diagnostics ) is launching new DNA-based quick tests to ensure the safety of food .,positive
1987,"In Finland , metal sector company Componenta is laying off temporarily the staff of its Pori mill from Christmas 2008 till 6 January 2009 .",negative
3603,The terms and conditions of the Stock Option Scheme 2008 are available on the Company 's internet pages www.sanoma.com .,neutral
695,The objective of the planned measures is to achieve significant savings in the next few years .,positive
3764,"The deal covers Stockmann Auto Oy Ab 's sales and after-sales services concerning Volkswagen and Audi in Helsinki , Espoo and Vantaa .",neutral
1753,"Finnish forest machinery and equipment maker Ponsse Oyj said on October 5 , 2007 it will deliver a total of 67 cut-to-length method forest machines and 44 harvester heads to Brazilian paper maker Bahia Pulp and to unnamed Uruguayan wood harvesting contractors .",positive
782,The acquisition will have an immediate positive impact on Aspocomp 's financial result .,positive
1305,"It operates under three distinct brands : United Supermarkets , Market Street and United Supermercado .",neutral
3550,The real estate company posted a net loss of +ó  x201a -¼ 59.3 million +ó  x201a -¼ 0.21 per share compared with a net profit of +ó  x201a -¼ 31 million +ó  x201a -¼ 0.11 per share for the corresponding quarter of 2007 .,negative
3750,"In a media advisory , the NTSB said that after subsequent testing , `` the train detection system intermittently failed . ''",negative
1157,"The dividend is payable on February 1 , 2010 to shareholders of record on January 19 , 2010 .",neutral
3678,"So Mr. Galvan made savings adjustments of his own , buying less liquor and watching portion sizes .",neutral
51,Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .,positive
1046,"EQT has completed its exit from Salcomp , a Finnish company that makes mobile phone chargers , by selling its remaining stake to Swedish investment group Nordstjernan for about ( EURO ) 35 million ( $ 47 million ) .",neutral
1332,"Product coverage : baked goods ; biscuits ; breakfast cereals Data coverage : market sizes historic and forecasts , company shares , brand shares and distribution data .",neutral
1728,"According to M-real 's CEO , Mikko Helander , this transaction will enable the company to proceed swiftly with its restructuring program .",positive
3258,"That address also happens to house Italian megamart Eataly , meaning that `` Come on , kids , we 're going to the Toy Building ! ''",neutral
1952,"The store is located in Poznan in a shopping center named Pestka , the company added .",neutral
2089,IonPhasE 's second major owner is venture capital firm Aura Capital .,neutral
2515,"In a recent interview with the Financial Times ( FT ) , Sampo 's board chairman Bjorn Wahlroos said If P&C was certainly for sale and the price had been set at SEK 85 billion , confirming earlier statements .",neutral
3364,The newly created position has been established to strengthen Amer Sports ' management in strategic planning and execution .,positive
3315,"The customer is then forwarded to the site , and unknown to him logged in with the first number .",neutral
2234,The ground barleycorn has been fully produced in Finland and will be available in stores as of the beginning of 2010 .,neutral
215,"( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s",positive
349,"The company is now intensifying its smelter operations and increasing its annual production capacity to 230,000 tonnes of copper .",positive
940,"Technopolis and the St. Petersburg government signed a cooperation memorandum in October 2005 to set up a techno-park in the Neudorf production zone in the village of Strelny , in the St. Petersburg suburbs .",positive
1857,The divestment of Raisio 's margarine business in May 2009 gave the company a clearer focus on grain-based products .,positive
3589,"Initial estimated total value of the contract was 250 000 Euros , excluding VAT .",neutral
3170,"Konecranes has previously communicated an estimated reduction of about 1,600 employees on group level in 2009 .",negative
385,"ALEXANDRIA , Va. , Oct. 3 -- Markka A. Oksanen and Harald Kaaja , both of Helsinki , Finland , Juha Salokannel of Kangasala , Finland , and Arto Palin of Viiala , Finland , have developed a system for providing communications security .",neutral
536,"Ragutis , controlled by the Finnish brewery Olvi , achieved a 5.7 percent rise in beer sales to 22.6 million liters and held a 10.75 percent market share .",positive
1873,The sale will lead to a pretax capital gain of EUR 22 million for the Finnish company in 2011 .,positive
928,"Neste Oil said that while results from its biomass to 3 liquids demonstration plant , commissioned in June 2009 , have been promising , no decision on a commercial plant has been taken .",neutral
1637,"The Finnish company sold its UK operation - consisting of 50 staff in offices in London , Birmingham and Manchester - as part of a deal with Hampden in July 2001 for its European-wide property and casualty arm Sampo Industrial .",neutral
2524,In the meantime the CEO 's duties will be assumed by Outotec 's Deputy CEO Seppo Rantakari .,neutral
3280,The closing of such transaction took place today .,neutral
2083,"In addition a reduction of nine persons will be made through pension or other arrangements , the company added .",neutral
3220,"Outotec 's delivery covers the engineering , supply and construction of a circulating fluid bed calcination plant with a capacity of 1,600 tons of alumina per day .",neutral
3838,The acquisition of +àlandsbanken Sverige in 2009 burdened the performance with EUR 3.0 mn .,negative
3703,The measures result from weak demand in the shipbuilding industry .,negative
2506,hu will offer a further discount of between 25 % and 50 % on selected books .,neutral
2514,"In a letter to Economic Affairs Minister , the listed Estonian shipping company Tallink asks for the approval to be entitled to a 15 % cut in port fees in 2010 .",neutral
1910,"mn , and pretax profit to EUR 46.4 mn from EUR 35.8 mn in the third quarter of 2006 .",positive
665,"At the same time , sales development in Russia was boosted by the opening of Stockmann Nevsky Centre in St Petersburg .",positive
3062,BM4 middle layer headbox will be equipped with a dilution control system .,neutral
1381,The order was valued at over EUR15m .,neutral
4187,"Because expenditures must be justified to pass budget approval hurdles , we believe our RoP model can help make it easier for IT and IT security practitioners to make the business case for acquiring enabling security technologies and related control activities .",neutral
2123,"No price was given for the transaction , which merges two London companies that have worked together on a number of projects including delivery of timetables for Britain 's National Express East Coast rail networks .",neutral
1420,UPM-Kymmene has generated thirty-one consecutive quarters of positive EBITDA .,positive
2697,"The 5,000 megawatt wind farm being planned in Raahe would be built offshore in front of Ruukki 's Raahe Works .",neutral
2097,Kemira 's partner in the project is St. Petersburg Water Works .,neutral
4130,Operating profit fell to EUR 20.3 mn from EUR 74.2 mn in the second quarter of 2008 .,negative
456,The Group aims to increase its net sales and comparable operating profit in 2006 .,positive
375,"The estimated value of the contract is EUR12 .4 m. Vaisala , headquartered in Helsinki in Finland , develops and manufactures electronic measurement systems for meteorology , environmental sciences , traffic and industry .",neutral
1627,"`` Each year , personal entertainment plays a more significant role in determining whether a fitness facility 's workout experience is pleasurable or a chore , '' said Brian Wilson , director of marketing for Precor 's Entertainment & Services Division .",neutral
3079,Curators have divided their material into eight themes .,neutral
974,Wellness services will be important in the future .,neutral
2109,Metso 's delivery will include a complete coated board line with related air systems and two winders .,neutral
649,"Cencorp estimates that its net sales in the last quarter will be as earlier stated , EUR4 .3 m to EUR5 .0 m , and operating profit (EBIT)is estimated to be positive .",positive
64,"As a result of the share issue , the number of the company 's shares increases by 391,630 shares and the share capital by a total of EUR 15,665.20 .",neutral
745,Global Banking News - 28 September 2010 Tieto Corporation and Pohjola Bank ( PINK : POJLF ) are to cooperate on SWIFT services .,positive
2875,The reductions will be implemented mainly in the course of the first half of 2009 .,neutral
2380,"Altona stated that the private company of Altona chairman Kevin Maloney , Tulla Resources , would take up its entitlement in full .",neutral
2013,As a part of the agreement 10 employees from the John Deere Forestry documentation functions will transfer to DokuMentori Oy .,neutral
2305,"Argentine agricultural export company Calafate has tapped compatriot firm Finnegans for a software solution , the latter company said in a statement .",neutral
1901,"Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 .",positive
1414,"Today , we are connecting people in new and different ways - fusing advanced mobile technology with personalized services to enable people to stay close to what matters to them .",neutral
1915,"Profit after taxes was EUR 0.1 mn , compared to EUR -0.4 mn the previous year .",positive
3076,"Componenta has production lines for similar-sized products at Karkkila in Finland , at Weert in the Netherlands and at Orhangazi in Turkey , and these had a combined output of approximately 100,000 tonnes and net sales of EUR 135 million in 2007 .",neutral
947,"The company is in charge of all natural gas storage activities in France , Great Britain , and Germany .",neutral
1036,Currently more than 100 of Global Fortune 500 companies are using SSH security solutions .,neutral
1898,Finnish consumer packaging manufacturer Huhtamaki Oyj said it swung to a net profit of 84.1 mln euro $ 105.6 mln in the first nine months of 2006 from a net loss of 2.6 mln euro $ 3.3 mln in the same period of 2005 .,positive
4118,"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .",negative
2447,"Due to Pirkka beer , Olvi 's brewery in Iisalmi is moving to 7-day , 24-hour work shifts .",neutral
233,Operating profit rose to EUR 4.7 mn from EUR 3.6 mn .,positive
2199,"The company 's plant in Russia will continue to make tyres for its near markets , while the plant in Nokia in Finland will manufacture tyres for other markets .",neutral
2100,"L&T is operative in Finland , Sweden , Latvia , Russia and Norway .",neutral
3557,The talks are aimed at restructuring operations and cutting costs .,positive
3853,"Kiosk and cinema operations have suffered , in particular .",negative
2749,The company will issue an inaugural Eurobond deal in the near future subject to market conditions .,neutral
435,Finnish lifting equipment maker Konecranes HEL : KCR1V said on 29 July 2009 it has raised its stake in Austrian manipulator maker ACS Konecranes to 80 % and bought German sector player Knight Europe .,positive
14,"Foundries division reports its sales increased by 9.7 % to EUR 63.1 mn from EUR 57.5 mn in the corresponding period in 2006 , and sales of the Machine Shop division increased by 16.4 % to EUR 41.2 mn from EUR 35.4 mn in the corresponding period in 2006 .",positive
3697,"The gross area of eight houses will be 12,167 m2 .",neutral
2845,"The outsourcing agreement , which covers equipment and depots in Turku and Tampere , will run for five years , Cramo said on Thursday .",neutral
1146,"The company designs and manufactures high-quality clothing , interior decoration textiles , bags , and other accessories .",neutral
1377,"The most loyal customers were found in the Bank of +àland , with an index of 8.0 .",positive
3915,"We offer our clients integrated management consulting , total solutions for complex projects and efficient , best-in-class design and supervision .",neutral
1634,"It started with software that was capable of retrieving the data typed into the computer keyboard ( `` keyloggers '' ) , and then more complex mechanisms arrived on the scene , such as phishing and pharming .",neutral
622,"Westend ICT Plc s new 409,665,891 shares and increase of share capital with EUR 2,000,000 based on the resolutions of extraordinary shareholders meeting on 27 December 2010 have today registered in the Trade Register .",neutral
2341,"Scanfil , a systems supplier and contract manufacturer to the communications sector , will start personnel negotiations in Oulu , in Finland , to lay off staff temporarily .",negative
1354,"The company designs , manufactures and markets advanced composite products for industrial applications and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball sticks and antenna radomes .",neutral
648,Sponda will record a profit from the sale of 8.5 mln euro ($ 12.4 mln).,positive
2387,Arena Partners Oy is a development company for electronic business .,neutral
3232,QPR ProcessGuide is available as a system solution with centralized storage and management of process content as well as a standalone desktop version ; QPR ProcessGuide Xpress .,neutral
2067,"Founded in 1923 , Finnair is one of the world 's oldest airlines and flies to 60 destinations with a fleet of 63 aircraft , employing 9,500 people .",neutral
4031,"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005 .",negative
3498,Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) reported on Thursday ( 6 November ) an operating loss of EUR1 .3 m on net sales of EUR11 .9 m for the period January to September 2008 .,neutral
3752,"In the spring 2006 , a total of 386,530 Stock Options 2002 B were annulled .",neutral
3596,"Secure your files online Like filling out a tax return , making a backup is boring .",neutral
3237,"Rimvesta is now controlled by the Estonian-owned real estate development company ELL Nekilnojamas Turtas , which a member of Merko , the largest construction group in the Baltic countries .",neutral
3922,Rosen was cautious about being too optimistic inregard to the second half of the year .,neutral
2930,The value of the orders is over EUR 10mn .,neutral
1392,The second-quarter net sales are expected to be on par with the first quarter of 2009 .,neutral
3540,"Operating loss before non-recurring items was EUR 0.9 mn , compared to a profit of EUR 11.5 mn in 2008 .",negative
453,"The corresponding increase in the share capital , EUR422 ,754 , has been entered in the Trade Register today .",neutral
1916,Profit for the period was EUR 15.6 mn compared to EUR 14.1 mn in 2007 .,positive
3820,"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .",negative
1433,Viking Line head Jan Kaarstroem told TT that his company 's ferries were well equipped to handle ice and that all the passengers were safe .,positive
3992,Total two offers were received by Contracting Authority for participating in this contract ; however the contract was allotted to Affecto Finland Oy .,neutral
70,Tiimari operates 194 stores in six countries -- including its core Finnish market -- and generated a turnover of 76.5 mln eur in 2005 .,neutral
1261,"And when it has lifted the veil on the various types of customer for which it designs its phones , the result is social stereotyping taken to a fine art .",neutral
1089,( I&H ) in a move to enhance growth .,positive
2643,"Proline Plus is available in both adjustable single and multichannel models and fixed volume single-channel models , in volume ranges from 0.1 micro litres to 10 ml .",neutral
3739,"At 3:37 p.m. Eastern time , a block of 2,400 contracts changed hands at a bid price of $ 0.45 .",neutral
1278,Exel wants to serve its industrial customers with individual products .,neutral
1426,We make available the following brand-new market analyses Cement - Pakistan Cement - Malaysia Cement - Taiwan Cement - Philippines These analyses give a clear overview of the actual situation and future outlook of the cement industry in some Asian countries .,neutral
824,Finnish Outotec has been awarded a contract to supply a new zinc roaster with gas cleaning and sulphuric acid plant for the OZK Kardzhali zinc smelter in Bulgaria .,positive
3801,The situation of coated magazine printing paper will continue to be weak .,negative
1139,"The broker started UPM-Kymmene , Stora Enso and Sappi with ` equal-weight ' recommendations and Holmen and Norske Skog with ` underweight ' ratings .",neutral
519,Increased trust of our clients in YIT can be seen as apartment sales accelerated .,positive
387,"Compared with the FTSE 100 index , which rose 94.9 points ( or 1.6 % ) on the day , this was a relative price change of -0.4 % .",negative
1792,"Last week , the Finnish metals and technology group announced plans to sell more than 80 percent of its technology unit to further the company 's strategic goal of becoming the world 's largest stainless steel maker .",positive
1678,"In the second quarter of 2009 , net sales through operator business partners represented 47 % of the Group 's total net sales .",neutral
801,This combined with foreign investments creates interesting opportunities for Solteq .,positive
4146,"The company 's profit totaled Ls 578,100 in H1 2007 , down 30.9 % year-on-year .",negative
3276,"The business is organised , as of February 1 , 2011 , in a way that production of design services is combined into one entity , Etteplan Operations .",neutral
3335,"The equipment will be made at Vaahto 's plant in Hollola in Finland , and delivery is scheduled for the first quarter of 2009 .",neutral
3112,"Following the divestment , Fiskars 's Outdoor unit will comprise the brands Gerber , Silva and Buster , and will focus on multi-tools , knives , compasses , mobile lighting , pedometers , and aluminium boats .",neutral
2033,"Consisting of seven interconnected units , Mega Image 's logistics center will be 347 metres in length and 12 metres in height .",neutral
1539,"Finnish newspaper publisher Sanoma , of media group SanomaWSOY , is merging its free sheets Uutislehti 100 and Metro as of mid-September 2008 to form a new free sheet to be named Metro .",neutral
1424,"We can choose the most efficient , best overall value option for our customers already at the bidding stage .",positive
187,"Following the acquisition , Relacom will strengthen its presence in Finland , serving operators and office market with mobile and fixed networks construction , installation and maintenance services .",positive
803,"Under the agreement GeoSentric will provide GyPSii-powered hotel information and reservation services to visitors to China , including such popular cities as Beijing and Shanghai .",positive
1504,"HK Ruokatalo now accounts for about 50 % of poultry sales in Finland , and profitability is at a good level .",positive
2278,The site will cover over six hectares .,neutral
3377,The Oulu plant employs approximately 120 people .,neutral
1500,"Combining the two producers will create a strong EU-based fertilizer industry capable of meeting global competition , they added .",positive
2315,"+£lemiste City is the environment for a knowledge-based economy providing work for 3,300 people with the total turnover of its companies amounting to EEK 5.4 bn , '' said +£lo P+ñrnits , chairman of the supervisory board of +£lemiste City and Mainor .",neutral
2258,"The order includes a new Crecent former , headbox , and reel .",neutral
2133,Otherwise the situation is under control .,neutral
2496,He is a Chartered Accountant in British Columbia and Alberta as well as a Certified Public Accountant in Washington State .,neutral
3073,"Combined with the Basware Enterprise Purchase to Pay portfolio , it provides a high level of automation for procurement and invoice workflows .",neutral
914,"However , in March 2009 , the government of St. Petersburg passed the front part of the building with the area 1,900 square metres and a land plot for a hotel worth USD 10-15mn to the company Delta .",neutral
2723,"The company can not give up palm oil altogether , however .",neutral
529,"a January 11 , 2010 EPHC board of directors has approved an increase in the quarterly dividend from $ 0.03 to $ 0.05 per share .",positive
3248,Stora is due to release its fourth-quarter and 2009 full-year earnings on Feb. 4 .,neutral
272,"The company is in the process of building a new fleet and has placed orders for 10 P-Max tankers of 65,200 dwt .",positive
3105,"Finnish silicon wafers maker Okmetic Oyj said on September 17 , 2008 that it will invest a total of 15 mln euro $ 21.3 mln in its sensor wafer business .",neutral
3661,"( ADPnews ) - Dec 30 , 2009 - Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will furlough employee in its unit Reka Cables Ltd for less than 90 days , starting in January 2010 .",neutral
3393,"The second company acquired is Sweden 's Reftele Maskinservice AB , whose business is mainly field services and spare parts manufacturing , with 10 employees and 1.2 mln eur sales a year .",neutral
1563,"Supported Nokia phones include : N96 , N95-8GB , N95 , N93-N931 , N92 , N85 , N82 , N81 , N80 , N79 , N78 , N77 , N76 , N75 , N73 , N72 , N71 , E90 , E71 , E70 , E66 , E65 , E62 , E61-E61i , E60 , E51 , E50 , Touch Xpress 5800 , 6220 Classic , 6210 Navigator , 6120 Classic , 6110 Navigator , 5700 , 5500 , 5320XM .",neutral
2820,The MET is located in the Central Business District ( CBD ) of Bangkok .,neutral
2293,Upon completion of the sale Proha would get some USD12 .7 m for its stake in Artemis .,neutral
1772,"In 2008 , the deal is likely to bring savings of EUR 20mn-25mn .",positive
252,"Previously , the company had guided for EBIT and sales growth of 20 pct and 10 pct respectively for this year .",positive
476,"However , the growth margin slowed down due to the financial crisis .",negative
4154,`` I am extremely delighted with this project and the continuation of cooperation with Viking Line .,positive
343,Ruukki signed the contract with Norwegian company Veidekke Entreprenor AS .,positive
978,CF2 Pty Ltd became a substantial holder in Renison Consolidated Mines NL on January 25 with 150 million shares ( 7.9 pc ) .,neutral
790,"The company 's goal is to achieve annual savings of EUR 2 million ( USD 2.7 m ) , of which two thirds are to be realized in 2010 .",positive
500,"Cencorp , headquartered in Virkkala , Finland , develops and supplies automation solutions to the electronics and semiconductor industry that enhance productivity .",neutral
3325,"The Division also includes joint sales , marketing and controlling functions for these units .",neutral
4015,The repurchases shall decrease the distributable capital and reserves .,negative
1446,"Under a memorandum of understanding MoU the parties will collaborate in preparing and implementing joint projects in the fields of combined power and heat generation , environmental protection and energy efficient technologies .",positive
3392,"The Russian gas giant invested another 46 million litas in the company in late 2004 and now owns 99.5 percent of its stock capital , which amounts to 86.936 million litas .",neutral
2153,Related links : Flexiblebaseloadoperation TheWartsila32generating set Gasconversions This is the shorter of two versions of this press release .,neutral
58,"In June it sold a 30 percent stake to Nordstjernan , and the investment group has now taken up the option to acquire EQT 's remaining shares .",neutral
395,It has some 30 offices worldwide and more than 90 pct of its net sales are generated outside Finland .,neutral
3204,No planned closing date was provided .,neutral
3095,"ENP Newswire - 22 March 2011 Release date - 21032011 - A total of 13,000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between 1 January 2011 and 28 February 2011 under the company 's stock option rights 2007A .",neutral
2654,"Risto Jalo , chief executive of Dormus Print and also owner of the remainder of the company , will keep his position after the acquisition .",neutral
1540,Finnish Raute Precision that supplies weighing and dosing systems and plants is changing its name to Lahti Precision .,neutral
3139,"In addition to software development , the new design unit will provide for mechanical engineering and electronics design .",neutral
3633,"As a result , 12 people will be made redundant and a total of 67 persons are laid off temporarily .",negative
4059,"Finnish management software solutions provider Ixonos Oyj net profit decreased to 369,000 euro ( $ 575,000 ) for the first quarter of 2008 from 669,000 euro ( $ 1.0 mln ) for the same period of 2007 .",negative
3214,One of the largest projects of the magazine division of SanomaWSOY - Sanoma Magazines International in 2006 became launch of the Russian magazine Gloriya .,neutral
3396,"The solution is demonstrated on a tablet developed by Aava Mobile as a multi-window system , which enables the use of several applications simultaneously , for example the viewing of messages and calendar side by side .",neutral
956,"The inventors are Bylander Johan , Ponten Fredrik and Lundberg Jorgen .",neutral
1147,"The company has delivered the technical infrastructure , used by NAV for their data warehouse and business intelligence initiatives .",neutral
2868,The properties were purchased from Swedish private equity real estate firm Niam and Goldman Sachs ' Whitehall Street Real Estate Funds .,neutral
1617,Paper maker Stora Enso Oyj said Friday it has been acquitted of charges that it participated in a paper price-fixing conspiracy in the United States .,positive
2006,"ALEXANDRIA , Va. , June 7 -- Michael G. Williams of Newbury Park , Calif. , has developed a network device .",neutral
929,"Nokia will continue to invest in future development of Qt , and Digia will be responsible for commercial licensing and services business .",neutral
3597,"The effect may remain short-lived , however .",neutral
3813,Full-year operating result for 2008 was 3.6 million negative .,negative
